Incident ID,Incident Date,State,City Or County,Address,Latitude,Longitude,Killed,Injured,Operations,label_col,Classification
2052236,3-Jul-21,Illinois,Dolton,15100 block of S King Dr,41.6206097,-87.6077223,0,1,Children Involved,Killed: 0 Injured:1,Children injured self
2052206,3-Jul-21,Missouri,Kansas City,The Paseo and E 68th St,39.0028074,-94.5622702,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2052128,3-Jul-21,Alabama,Birmingham (Ensley),1801 Avenue V,33.5108801,-86.8791692,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2052128,3-Jul-21,Alabama,Birmingham (Ensley),1801 Avenue V,33.5108801,-86.8791692,0,1,Children Involved,Killed: 0 Injured:1,Children injured self
2052336,3-Jul-21,Indiana,South Bend,18011 Cleveland Rd,41.7254058,-86.2202964,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2052296,3-Jul-21,South Carolina,Florence,600 block of Roberts St,34.1954331,-79.7625625,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2050836,2-Jul-21,Virginia,Norfolk,923 Madison Ave,36.8513263,-76.265732,0,4,Children Involved,Killed: 0 Injured:4,Children injured
2051251,2-Jul-21,Missouri,Saint Louis,4200 block of W Evans Ave,38.652399,-90.239996,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2051085,2-Jul-21,Minnesota,Minneapolis,3400 block of Colfax Ave N,45.0169126,-93.291555,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2057148,2-Jul-21,Louisiana,Gretna (Terrytown),2500 block of Belle Chasse Hwy,29.8842293,-90.0275492,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2051331,2-Jul-21,Oklahoma,Oklahoma City (Moore),2306 Tyler Ln,35.3150097,-97.5124354,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2050910,1-Jul-21,Texas,Houston,8200 block of Millicent St,29.8338824,-95.3481391,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2049916,1-Jul-21,Texas,Houston,11212 Westpark Dr,29.721762,-95.5699247,1,1,Children Involved,Killed: 1 Injured:1,Children injured
2050593,1-Jul-21,Illinois,Chicago,6500 block of S Halsted St,41.7761194,-87.6447002,0,7,Children Involved,Killed: 0 Injured:7,Children injured
2050144,1-Jul-21,Illinois,Chicago,800 block of E 79th St,41.751294,-87.6051471,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2050160,1-Jul-21,Missouri,Saint Louis,4000 block of Ohio Ave,38.5828013,-90.2299617,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2050397,1-Jul-21,Pennsylvania,Philadelphia,5500 block of Whitby Ave,39.9441175,-75.2309195,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2050397,1-Jul-21,Pennsylvania,Philadelphia,5500 block of Whitby Ave,39.9441175,-75.2309195,1,0,Children Involved,Killed: 1 Injured:0,Children killed self
2049782,1-Jul-21,Illinois,Chicago,11300 block of S Wentworth Ave,41.6887767,-87.6281191,1,2,Children Involved,Killed: 1 Injured:2,Children injured
2050257,1-Jul-21,Ohio,Columbus,462 S Eureka Ave,39.9458043,-83.0645672,1,0,Children Involved,Killed: 1 Injured:0,Children killed
2051370,1-Jul-21,Missouri,West Plains,Co Rd 3010,36.7647517,-91.7766442,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2051370,1-Jul-21,Missouri,West Plains,Co Rd 3010,36.7647517,-91.7766442,1,0,Children Involved,Killed: 1 Injured:0,Children killed self
2050353,1-Jul-21,Virginia,Chesapeake,1200 block of Seaboard Ave,36.8158157,-76.2710607,2,2,Children Involved,Killed: 2 Injured:2,Children injured
2049997,30-Jun-21,California,Vallejo,800 block of Sonoma Blvd,38.0894909,-122.2446943,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2049845,30-Jun-21,Texas,Houston,12101 Fondren Rd,29.6498176,-95.507075,3,1,Children Involved,Killed: 3 Injured:1,Children killed
2049845,30-Jun-21,Texas,Houston,12101 Fondren Rd,29.6498176,-95.507075,3,1,Children Involved,Killed: 3 Injured:1,Children injured
2050433,30-Jun-21,Missouri,Saint Louis (Jennings),5400 block of Hamilton Ave,38.706837,-90.2635263,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2050433,30-Jun-21,Missouri,Saint Louis (Jennings),5400 block of Hamilton Ave,38.706837,-90.2635263,1,0,Children Involved,Killed: 1 Injured:0,Children killed self
2049907,30-Jun-21,Louisiana,Marrero,6500 block of Lapalco Blvd,29.8763961,-90.1177036,0,4,Children Involved,Killed: 0 Injured:4,Children injured
2050506,30-Jun-21,Mississippi,Meridian,4300 block of Highland Park Dr,32.3745476,-88.7204888,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2049547,30-Jun-21,New Jersey,Newark,412 Holiday Ct,40.7492358,-74.1738713,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2048499,29-Jun-21,Pennsylvania,Erie,9656 Sampson Rd,42.054177,-79.978357,3,0,Children Involved,Killed: 3 Injured:0,Children killed
2047863,29-Jun-21,New York,Syracuse,1916 S Salina St,43.0273109,-76.1463813,0,3,Children Involved,Killed: 0 Injured:3,Children injured
2047704,28-Jun-21,North Carolina,Statesville,316 New Bern Ave,35.7675601,-80.8877806,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2047911,28-Jun-21,Pennsylvania,Harrisburg,1400 block of Berryhill St,40.2593891,-76.8656639,1,1,Children Involved,Killed: 1 Injured:1,Children injured
2047696,28-Jun-21,North Carolina,Statesville,1309 Wilson Lee Blvd,35.7670911,-80.8910654,1,1,Children Involved,Killed: 1 Injured:1,Children killed
2047696,28-Jun-21,North Carolina,Statesville,1309 Wilson Lee Blvd,35.7670911,-80.8910654,1,1,Children Involved,Killed: 1 Injured:1,Children injured
2046962,27-Jun-21,California,Fresno,E Atchison St and S Plumas St,36.7204628,-119.811132,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2046962,27-Jun-21,California,Fresno,E Atchison St and S Plumas St,36.7204628,-119.811132,0,1,Children Involved,Killed: 0 Injured:1,Children injured self
2046947,27-Jun-21,Ohio,Columbus,5708 Forest Hills Blvd,40.0879695,-82.9439094,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2045816,26-Jun-21,California,Fresno,Clinton Ave and Crystal Ave,36.7719639,-119.83108,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2045816,26-Jun-21,California,Fresno,Clinton Ave and Crystal Ave,36.7719639,-119.83108,1,0,Children Involved,Killed: 1 Injured:0,Children killed self
2045972,26-Jun-21,Pennsylvania,Philadelphia,1400 block of W Pacific St,40.0087194,-75.1513361,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2045972,26-Jun-21,Pennsylvania,Philadelphia,1400 block of W Pacific St,40.0087194,-75.1513361,1,0,Children Involved,Killed: 1 Injured:0,Children killed self
2050475,26-Jun-21,Missouri,Kansas City,3319 E 30th St,39.0711851,-94.5437679,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2045043,25-Jun-21,Ohio,Columbus,I-670 and Neil Ave,39.9752104,-83.010476,0,4,Children Involved,Killed: 0 Injured:4,Children injured
2045604,25-Jun-21,Illinois,Burbank,8300 block of Laramie Ave,41.7414567,-87.7511334,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2045604,25-Jun-21,Illinois,Burbank,8300 block of Laramie Ave,41.7414567,-87.7511334,1,0,Children Involved,Killed: 1 Injured:0,Children killed self
2045548,25-Jun-21,New Hampshire,Milton,120 Bolan Rd,43.4548563,-70.9789139,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2045357,25-Jun-21,Ohio,Cleveland,1000 block of Greenwich Ave,41.455872,-81.6065381,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2045253,24-Jun-21,Louisiana,New Orleans,3100 block of Pauger St,29.981596,-90.061735,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2044225,24-Jun-21,Michigan,Kalamazoo,1100 block of Lake St,42.2809715,-85.5665783,1,0,Children Involved,Killed: 1 Injured:0,Children killed
2044693,23-Jun-21,South Carolina,Westminster,Coffee Rd,34.7306296,-83.1198451,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2043465,23-Jun-21,New York,Buffalo,114 Hickory St,42.8819716,-78.861266,0,4,Children Involved,Killed: 0 Injured:4,Children injured
2044288,23-Jun-21,Mississippi,Columbus,1500 block of 26th St N,33.5114654,-88.4052227,2,0,Children Involved,Killed: 2 Injured:0,Children killed
2042725,22-Jun-21,Virginia,Richmond,5600 block of Petoskey Ave,37.4992201,-77.5010598,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2042725,22-Jun-21,Virginia,Richmond,5600 block of Petoskey Ave,37.4992201,-77.5010598,0,1,Children Involved,Killed: 0 Injured:1,Children injured self
2042148,21-Jun-21,Texas,Houston,15400 block of Bammel Field Ct,29.9988933,-95.4637819,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2040793,20-Jun-21,Ohio,Canton,6817 Salerno St NW,40.867993,-81.4770077,4,0,Children Involved,Killed: 4 Injured:0,Children killed
2040489,20-Jun-21,Ohio,Toledo,2700 block of Fellows Ave,41.6740738,-83.5373858,1,2,Children Involved,Killed: 1 Injured:2,Children injured
2040443,20-Jun-21,Texas,Houston,2210 W Dallas St,29.7581853,-95.3894562,0,3,Children Involved,Killed: 0 Injured:3,Children injured
2040348,20-Jun-21,Michigan,Detroit,Plymouth Rd and Saint Marys St,42.3724688,-83.204765,0,3,Children Involved,Killed: 0 Injured:3,Children injured
2040374,20-Jun-21,Texas,Dallas,4619 E. R L Thornton Freeway,32.7909485,-96.7619838,0,8,Children Involved,Killed: 0 Injured:8,Children injured
2041021,20-Jun-21,Missouri,Saint Louis,4200 block of CD Banks Ave,38.6497438,-90.2441303,0,2,Children Involved,Killed: 0 Injured:2,Children picked up/fired
2041021,20-Jun-21,Missouri,Saint Louis,4200 block of CD Banks Ave,38.6497438,-90.2441303,0,2,Children Involved,Killed: 0 Injured:2,Children injured by children
2041021,20-Jun-21,Missouri,Saint Louis,4200 block of CD Banks Ave,38.6497438,-90.2441303,0,2,Children Involved,Killed: 0 Injured:2,Children injured self
2041012,19-Jun-21,Mississippi,Meridian,920 42nd Ave,32.3664696,-88.7196417,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2039646,19-Jun-21,Pennsylvania,Philadelphia,1600 block of N 55th St,39.976858,-75.2317886,2,1,Children Involved,Killed: 2 Injured:1,Children injured
2040927,19-Jun-21,California,Bakersfield,502 Dr Martin Luther King Jr Blvd,35.3624575,-118.9854976,0,3,Children Involved,Killed: 0 Injured:3,Children injured
2040002,19-Jun-21,Colorado,Aurora,14301 E Tennessee Ave,39.698883,-104.8208999,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2038933,17-Jun-21,Virginia,Woodbridge,2700 block of Yosocomico Ln,38.5920948,-77.2957689,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2037930,17-Jun-21,Michigan,Detroit,I-75 and E McNichols Rd,42.4181004,-83.1001567,1,1,Children Involved,Killed: 1 Injured:1,Children killed
2037930,17-Jun-21,Michigan,Detroit,I-75 and E McNichols Rd,42.4181004,-83.1001567,1,1,Children Involved,Killed: 1 Injured:1,Children injured
2037995,17-Jun-21,Maine,Temple,15 Forest Hill Rd,44.6725627,-70.2244243,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2037995,17-Jun-21,Maine,Temple,15 Forest Hill Rd,44.6725627,-70.2244243,1,0,Children Involved,Killed: 1 Injured:0,Children killed self
2037001,15-Jun-21,California,Los Angeles,200 block of E 102nd St,34.0522342,-118.2436849,1,1,Children Involved,Killed: 1 Injured:1,Children injured
2035964,15-Jun-21,Florida,Jacksonville,10300 block of Allene Rd,30.4233334,-81.7439517,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2035964,15-Jun-21,Florida,Jacksonville,10300 block of Allene Rd,30.4233334,-81.7439517,1,0,Children Involved,Killed: 1 Injured:0,Children killed self
2035832,15-Jun-21,Kansas,Topeka,800 block of SW 11th St,39.0470945,-95.6863875,0,1,Children Involved,Killed: 0 Injured:1,Children injured self
2035701,14-Jun-21,Ohio,Toledo,200 block of Earlwood Ave,41.6472846,-83.4948526,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2034394,13-Jun-21,Indiana,Lafayette,350 US-52,40.3903976,-86.9103249,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2033123,12-Jun-21,Ohio,Cincinnati,McHenry Ave and Cavanaugh Ave,39.1446869,-84.573944,0,5,Children Involved,Killed: 0 Injured:5,Children injured
2032300,12-Jun-21,Texas,Houston,4500 block of Hershe St,29.7775267,-95.3246668,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2033799,12-Jun-21,Kansas,Topeka,1700 block of SE 31st St,39.0118288,-95.6560859,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2033799,12-Jun-21,Kansas,Topeka,1700 block of SE 31st St,39.0118288,-95.6560859,1,0,Children Involved,Killed: 1 Injured:0,Children killed by children
2033295,12-Jun-21,Ohio,Columbus,328 Westpot Dr,39.852049,-82.8994919,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2031976,11-Jun-21,Georgia,Savannah,200 block of Avery St,32.0744384,-81.0837148,2,6,Children Involved,Killed: 2 Injured:6,Children injured
2032624,11-Jun-21,Georgia,Atlanta,1600 block of Abner Terrace,33.800782,-84.4648345,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2032624,11-Jun-21,Georgia,Atlanta,1600 block of Abner Terrace,33.800782,-84.4648345,0,1,Children Involved,Killed: 0 Injured:1,Children injured self
2032282,11-Jun-21,Texas,Dallas,378 N Jim Miller Rd,32.7168033,-96.6982393,0,5,Children Involved,Killed: 0 Injured:5,Children injured
2032356,11-Jun-21,Wisconsin,Milwaukee,2751 N 40th St,43.069037,-87.963678,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2030720,10-Jun-21,Michigan,Detroit,1600 block Calvert Ave,42.3839461,-83.1010379,1,3,Children Involved,Killed: 1 Injured:3,Children injured
2030786,10-Jun-21,Florida,Tallahassee,2500 block of Holton St,30.4153655,-84.2972643,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2030484,10-Jun-21,Florida,Royal Palm Beach,1180 Royal Palm Beach Blvd,26.7077433,-80.2269902,3,0,Children Involved,Killed: 3 Injured:0,Children killed
2031217,10-Jun-21,North Carolina,Charlotte,3700 block of Carlyle Dr,35.2316092,-80.899709,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2030951,10-Jun-21,Pennsylvania,Pittsburgh,7100 block of Frankstown Ave,40.4578932,-79.8985108,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2030878,9-Jun-21,South Carolina,Leesville (Batesburg-leesville),700 block of Madera Rd,33.8914343,-81.5339537,1,1,Children Involved,Killed: 1 Injured:1,Children killed
2030718,9-Jun-21,Michigan,Westland,29000 block of Powers St,42.2720047,-83.3257421,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2030718,9-Jun-21,Michigan,Westland,29000 block of Powers St,42.2720047,-83.3257421,0,1,Children Involved,Killed: 0 Injured:1,Children injured self
2030118,9-Jun-21,Tennessee,Memphis,830 Bartlett Rd,35.1538,-89.8923485,0,1,Children Involved,Killed: 0 Injured:1,Children injured self
2029054,8-Jun-21,Illinois,Chicago,W 54th St and S Morgan St,41.7959713,-87.6500582,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2028527,8-Jun-21,Florida,Tampa,E Frierson Ave,27.994241,-82.438853,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2028527,8-Jun-21,Florida,Tampa,E Frierson Ave,27.994241,-82.438853,0,1,Children Involved,Killed: 0 Injured:1,Children injured by children
2029170,8-Jun-21,Mississippi,Vicksburg,Elizabeth Cir,32.3547807,-90.8525351,1,0,Children Involved,Killed: 1 Injured:0,Children killed
2029058,7-Jun-21,Ohio,Akron,800 block of McKinley Ave,41.0563165,-81.4998244,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2027046,7-Jun-21,Florida,Homestead,12550 SW 282nd St,25.5107197,-80.3849621,3,3,Children Involved,Killed: 3 Injured:3,Children injured
2027020,6-Jun-21,Illinois,Chicago,11700 block of S Michigan Ave,41.6815194,-87.6209326,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2027114,6-Jun-21,Florida,Orlando,8775 Wellesley Lake Dr,28.5486284,-81.503062,1,2,Children Involved,Killed: 1 Injured:2,Children injured
2027074,6-Jun-21,Michigan,Detroit,10000 block of Whittier Ave,42.4152268,-82.9483705,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2026297,6-Jun-21,Mississippi,Biloxi,2490 S Shore Dr,30.434414,-88.9865916,3,0,Children Involved,Killed: 3 Injured:0,Children killed
2028898,5-Jun-21,Michigan,Ypsilanti,1300 block of Candlewood Lane,42.2580376,-83.5889573,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2025569,5-Jun-21,Missouri,Belton,7900 block of E 171st St,38.8139179,-94.498602,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2025569,5-Jun-21,Missouri,Belton,7900 block of E 171st St,38.8139179,-94.498602,0,1,Children Involved,Killed: 0 Injured:1,Children injured self
2026587,5-Jun-21,North Carolina,Charlotte,9500 block of Isaac Hunter Dr,35.3125303,-80.9554879,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2025887,5-Jun-21,New York,Corona (Queens),342 Beach 45th St,40.594939,-73.7763184,1,1,Children Involved,Killed: 1 Injured:1,Children killed
2025662,4-Jun-21,Wisconsin,Milwaukee,2400 block of S 11th St,43.0011295,-87.9258486,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2024904,4-Jun-21,Georgia,Atlanta,3000 Continental Colony Pkwy SW,33.6832269,-84.4908759,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2025297,4-Jun-21,Texas,Dallas,1400 block of Stardale Ln,32.7363417,-96.7035128,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2025297,4-Jun-21,Texas,Dallas,1400 block of Stardale Ln,32.7363417,-96.7035128,1,0,Children Involved,Killed: 1 Injured:0,Children killed by children
2024086,3-Jun-21,Arkansas,Little Rock,16th St and Johnson St,34.7364015,-92.3081131,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2024806,3-Jun-21,Tennessee,Memphis,Sweet Springs Dr,35.2483766,-89.9542875,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2024076,3-Jun-21,Florida,Tallahassee,2833 S Adams St,30.4100263,-84.2813293,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2024131,3-Jun-21,Missouri,Saint Louis,5800 block of Selber Ct,38.6833184,-90.2721858,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2022551,2-Jun-21,Illinois,Joliet,201 S Eastern Ave,41.5207924,-88.0781865,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2022551,2-Jun-21,Illinois,Joliet,201 S Eastern Ave,41.5207924,-88.0781865,1,0,Children Involved,Killed: 1 Injured:0,Children killed self
2023091,2-Jun-21,Mississippi,Canton,117 S Hargon St,32.6118912,-90.016068,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2023091,2-Jun-21,Mississippi,Canton,117 S Hargon St,32.6118912,-90.016068,1,0,Children Involved,Killed: 1 Injured:0,Children killed by children
2036846,1-Jun-21,Virginia,Newport News,800 block of 23rd St,37.0870821,-76.4730122,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2036846,1-Jun-21,Virginia,Newport News,800 block of 23rd St,37.0870821,-76.4730122,0,1,Children Involved,Killed: 0 Injured:1,Children injured self
2022485,1-Jun-21,Illinois,Chicago,5201 W Congress Pkwy,41.873834,-87.7552337,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2020935,31-May-21,Ohio,Dayton,Summit Square Dr,39.7607371,-84.2839162,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2021247,31-May-21,Louisiana,Baton Rouge,2225 College Dr,30.4280994,-91.1359392,3,0,Children Involved,Killed: 3 Injured:0,Children killed
2022418,31-May-21,Texas,Fredericksburg,1500 block of S US Hwy 87,30.2510148,-98.871879,1,1,Children Involved,Killed: 1 Injured:1,Children injured
2020627,30-May-21,Florida,Opa Locka,2300 block of Rutland St,25.9054873,-80.237991,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2022444,30-May-21,Florida,Arcadia,N/A,27.2158826,-81.8584164,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2019315,29-May-21,North Carolina,Reidsville,300 block of North West Market St,36.3679203,-79.6639014,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2019948,29-May-21,Tennessee,Chattanooga,3400 block of Plumwood Rd,35.0525684,-85.2414587,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2021816,29-May-21,Texas,Houston,700 Dunham Rd,29.8535318,-95.3893997,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2019882,29-May-21,Texas,San Antonio,Rigsby Ave and S E Loop 410,29.3982063,-98.3898726,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2019032,28-May-21,Texas,Dallas,300 block of Buttercup Ln,32.7164601,-96.6594859,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2017580,27-May-21,Texas,Fort Worth,3700 block of Seven Gables St,32.6330059,-97.3737509,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2016051,26-May-21,Indiana,Indianapolis,9700 block of E 42nd St,39.8335506,-85.9974323,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2017226,26-May-21,Mississippi,Moss Point,Hilma St,30.4061143,-88.5008554,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2017034,26-May-21,Texas,Houston,600 E Anderson Rd,29.6061422,-95.4117071,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2017034,26-May-21,Texas,Houston,600 E Anderson Rd,29.6061422,-95.4117071,0,1,Children Involved,Killed: 0 Injured:1,Children injured by children
2017952,26-May-21,Missouri,Saint Louis,4200 block of Evans Ave,38.652399,-90.239996,0,1,Children Involved,Killed: 0 Injured:1,Children killed
2016670,25-May-21,California,Oxnard,1200 block of S N St,34.1881891,-119.1935275,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2016670,25-May-21,California,Oxnard,1200 block of S N St,34.1881891,-119.1935275,0,1,Children Involved,Killed: 0 Injured:1,Children injured self
2016491,25-May-21,Mississippi,Sidon (Rising Sun),Champagne St,33.4663798,-90.2039909,1,1,Children Involved,Killed: 1 Injured:1,Children killed
2014089,24-May-21,Florida,Orlando,1700 block of Knotting Hill Dr,28.5220995,-81.5011538,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2014089,24-May-21,Florida,Orlando,1700 block of Knotting Hill Dr,28.5220995,-81.5011538,0,1,Children Involved,Killed: 0 Injured:1,Children injured self
2014085,24-May-21,Kansas,Wichita,3100 block of S Yale St,37.6375376,-97.2907679,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2012493,22-May-21,Alabama,Birmingham,1st Ave N and 83rd St N,33.5712409,-86.7225785,1,2,Children Involved,Killed: 1 Injured:2,Children injured
2013405,22-May-21,Virginia,Petersburg,633 Pecan St,37.2158195,-77.4261578,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2012104,22-May-21,Tennessee,Memphis,3327 N Watkins St,35.2164782,-90.0047359,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2012104,22-May-21,Tennessee,Memphis,3327 N Watkins St,35.2164782,-90.0047359,1,0,Children Involved,Killed: 1 Injured:0,Children killed by children
2013072,22-May-21,Kentucky,Louisville,800 block of South 36th St,38.2479056,-85.8111616,0,3,Children Involved,Killed: 0 Injured:3,Children injured
2012567,22-May-21,Washington,Seattle (Seatac),15200 block of 30th Ave S,47.4669676,-122.2938342,1,2,Children Involved,Killed: 1 Injured:2,Children injured
2013010,22-May-21,Texas,San Angelo,1516 Rio Concho Dr,31.4554725,-100.414559,0,3,Children Involved,Killed: 0 Injured:3,Children injured
2011263,21-May-21,Kentucky,Lexington,1800 block of Marietta Dr,38.0564081,-84.4422713,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2010753,21-May-21,California,Orange,SR-55,33.8070411,-117.8317484,1,0,Children Involved,Killed: 1 Injured:0,Children killed
2016384,21-May-21,Georgia,Atlanta,Alison Ct SW,33.7007674,-84.4536611,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2013913,21-May-21,Florida,Fort Lauderdale,520 SE 5th Ave,26.1154909,-80.1380608,2,0,Children Involved,Killed: 2 Injured:0,Children killed
2011854,21-May-21,Florida,Lakeland,S Wabash Ave and Ariana St,28.025873,-81.9899909,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2011854,21-May-21,Florida,Lakeland,S Wabash Ave and Ariana St,28.025873,-81.9899909,0,1,Children Involved,Killed: 0 Injured:1,Children injured by children
2009832,20-May-21,Florida,Saint Petersburg,2300 block of 7th St S,27.747388,-82.642236,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2009796,20-May-21,Michigan,Saginaw,1800 block of N Bond St,43.4329389,-83.9572529,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2010726,20-May-21,Missouri,Saint Louis,3800 block of Eichelberger St,38.5731682,-90.257838,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2009214,19-May-21,New York,Corona (Queens),119-37 178th St,40.6865536,-73.7664754,0,3,Children Involved,Killed: 0 Injured:3,Children injured
2009102,19-May-21,California,Fresno,655 W Olive Ave,36.757068,-119.8191111,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2008830,19-May-21,North Carolina,Lumberton,102 Denver St,34.6032304,-79.0351286,0,3,Children Involved,Killed: 0 Injured:3,Children injured
2008909,18-May-21,District of Columbia,Washington,1500 block of 10th St NW,38.909798,-77.0262093,0,2,Children Involved,Killed: 0 Injured:2,Children injured
2009257,18-May-21,Ohio,Galion,N/A,40.7336687,-82.7899026,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2009257,18-May-21,Ohio,Galion,N/A,40.7336687,-82.7899026,1,0,Children Involved,Killed: 1 Injured:0,Children killed self
2008375,18-May-21,Alabama,Birmingham (Ensley),1400 block of Warrior Rd,33.493622,-86.8936627,0,3,Children Involved,Killed: 0 Injured:3,Children injured
2007416,17-May-21,Minnesota,Minneapolis,N 35th Ave and Penn Ave N,45.018654,-93.30827,1,1,Children Involved,Killed: 1 Injured:1,Children killed
2007418,17-May-21,Maryland,Bowie,16501 Governor Bridge Rd,38.9490436,-76.716381,1,0,Children Involved,Killed: 1 Injured:0,Children killed
2006594,17-May-21,Alabama,Maylene,308 Goldilocks Ln,33.225876,-86.874724,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
2006594,17-May-21,Alabama,Maylene,308 Goldilocks Ln,33.225876,-86.874724,1,0,Children Involved,Killed: 1 Injured:0,Children killed by children
2007353,17-May-21,Pennsylvania,Philadelphia,3800 block of Wyalusing Ave,39.9725672,-75.1992823,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2007170,16-May-21,Ohio,Akron,700 block of Clay St,41.0579005,-81.5107649,0,1,Children Involved,Killed: 0 Injured:1,Children picked up/fired
2007170,16-May-21,Ohio,Akron,700 block of Clay St,41.0579005,-81.5107649,0,1,Children Involved,Killed: 0 Injured:1,Children injured self
2006353,16-May-21,Maryland,Capitol Heights,1600 block of Brooks Dr,38.8657222,-76.9147892,0,1,Children Involved,Killed: 0 Injured:1,Children injured
2006294,16-May-21,Arizona,Tempe,S Rural Rd and E Baseline Rd,33.3782493,-111.9286742,1,0,Children Involved,Killed: 1 Injured:0,Children picked up/fired
